duplicate_group_id,event_id,source,similarity_reason,duplicate_type,canonical_record,keep_for_training,notes
GRP-00870,EVT-IMCA-0299,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00871,EVT-IMCA-0300,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00872,EVT-IMCA-0301,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00873,EVT-IMCA-0302,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00874,EVT-IMCA-0303,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00875,EVT-IMCA-0304,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00876,EVT-IMCA-0305,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00877,EVT-IMCA-0306,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00878,EVT-IMCA-0307,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00879,EVT-IMCA-0308,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00880,EVT-IMCA-0309,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00881,EVT-IMCA-0310,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00882,EVT-IMCA-0311,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00883,EVT-IMCA-0312,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00884,EVT-IMCA-0313,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00885,EVT-IMCA-0314,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00886,EVT-IMCA-0315,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00887,EVT-IMCA-0316,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00888,EVT-IMCA-0317,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00889,EVT-IMCA-0318,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00890,EVT-IMCA-0319,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00891,EVT-IMCA-0320,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00892,EVT-IMCA-0321,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00893,EVT-IMCA-0322,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00894,EVT-IMCA-0323,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00895,EVT-IMCA-0324,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00896,EVT-IMCA-0325,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00897,EVT-IMCA-0326,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00898,EVT-IMCA-0327,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00899,EVT-IMCA-0328,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00900,EVT-IMCA-0329,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00901,EVT-IMCA-0330,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00902,EVT-IMCA-0331,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00903,EVT-IMCA-0332,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00904,EVT-IMCA-0333,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00905,EVT-IMCA-0334,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00906,EVT-IMCA-0335,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00907,EVT-IMCA-0336,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00908,EVT-IMCA-0337,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00909,EVT-IMCA-0338,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00910,EVT-IMCA-0339,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00911,EVT-IMCA-0340,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00912,EVT-IMCA-0341,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00913,EVT-IMCA-0342,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00914,EVT-IMCA-0343,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00915,EVT-IMCA-0344,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00916,EVT-IMCA-0345,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00917,EVT-IMCA-0346,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00918,EVT-IMCA-0347,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00919,EVT-IMCA-0348,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00920,EVT-IMCA-0349,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00921,EVT-IMCA-0350,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00922,EVT-IMCA-0351,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00923,EVT-IMCA-0352,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00924,EVT-IMCA-0353,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00925,EVT-IMCA-0354,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00926,EVT-IMCA-0355,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00927,EVT-IMCA-0356,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00928,EVT-IMCA-0357,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00929,EVT-IMCA-0358,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00930,EVT-IMCA-0359,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00931,EVT-IMCA-0360,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00932,EVT-IMCA-0361,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00933,EVT-IMCA-0362,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00934,EVT-IMCA-0363,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00935,EVT-IMCA-0364,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00936,EVT-IMCA-0365,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00937,EVT-IMCA-0366,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00938,EVT-IMCA-0367,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00939,EVT-IMCA-0368,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00940,EVT-IMCA-0369,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00941,EVT-IMCA-0370,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00942,EVT-IMCA-0371,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00943,EVT-IMCA-0372,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00944,EVT-IMCA-0373,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
